Tipo de Delito: Nivel 1,Tipo de Delito: Nivel 2,Tipo de Delito: Nivel 3,Tipo de Delito: Nivel 4,Nacionalidad,Periodo,Total
A Delitos,6 Contra la libertad,,,De Africa,2019,1.409
A Delitos,6 Contra la libertad,,,De Africa,2018,1.289
A Delitos,6 Contra la libertad,,,De Africa,2017,1.164
A Delitos,6 Contra la libertad,,,De Africa,2016,990.0
A Delitos,6 Contra la libertad,,,De Africa,2015,612.0
A Delitos,6 Contra la libertad,,,De Africa,2014,486.0
A Delitos,6 Contra la libertad,,,De Africa,2013,504.0
A Delitos,6 Contra la libertad,,,De América,2023,1.913
A Delitos,6 Contra la libertad,,,De América,2022,1.759
A Delitos,6 Contra la libertad,,,De América,2021,1.574
A Delitos,6 Contra la libertad,,,De América,2020,1.078
A Delitos,6 Contra la libertad,,,De América,2019,1.242
A Delitos,6 Contra la libertad,,,De América,2018,1.079
A Delitos,6 Contra la libertad,,,De América,2017,959.0
A Delitos,6 Contra la libertad,,,De América,2016,891.0
A Delitos,6 Contra la libertad,,,De América,2015,622.0
A Delitos,6 Contra la libertad,,,De América,2014,594.0
A Delitos,6 Contra la libertad,,,De América,2013,575.0
A Delitos,6 Contra la libertad,,,De Asia,2023,155.0
A Delitos,6 Contra la libertad,,,De Asia,2022,165.0
A Delitos,6 Contra la libertad,,,De Asia,2021,158.0
A Delitos,6 Contra la libertad,,,De Asia,2020,122.0
A Delitos,6 Contra la libertad,,,De Asia,2019,168.0
A Delitos,6 Contra la libertad,,,De Asia,2018,125.0
A Delitos,6 Contra la libertad,,,De Asia,2017,143.0
A Delitos,6 Contra la libertad,,,De Asia,2016,103.0
A Delitos,6 Contra la libertad,,,De Asia,2015,97.0
A Delitos,6 Contra la libertad,,,De Asia,2014,70.0
A Delitos,6 Contra la libertad,,,De Asia,2013,84.0
A Delitos,6 Contra la libertad,,,De Oceanía,2023,1.0
A Delitos,6 Contra la libertad,,,De Oceanía,2022,0.0
A Delitos,6 Contra la libertad,,,De Oceanía,2021,0.0
A Delitos,6 Contra la libertad,,,De Oceanía,2020,0.0
A Delitos,6 Contra la libertad,,,De Oceanía,2019,3.0
A Delitos,6 Contra la libertad,,,De Oceanía,2018,1.0
A Delitos,6 Contra la libertad,,,De Oceanía,2017,1.0
A Delitos,6 Contra la libertad,,,De Oceanía,2016,0.0
A Delitos,6 Contra la libertad,,,De Oceanía,2015,2.0
A Delitos,6 Contra la libertad,,,De Oceanía,2014,0.0
A Delitos,6 Contra la libertad,,,De Oceanía,2013,4.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,Total,2023,23.986
A Delitos,6 Contra la libertad,6.2 Amenazas,,Total,2022,24.65
A Delitos,6 Contra la libertad,6.2 Amenazas,,Total,2021,25.132
A Delitos,6 Contra la libertad,6.2 Amenazas,,Total,2020,17.983
A Delitos,6 Contra la libertad,6.2 Amenazas,,Total,2019,22.398
A Delitos,6 Contra la libertad,6.2 Amenazas,,Total,2018,21.986
A Delitos,6 Contra la libertad,6.2 Amenazas,,Total,2017,21.149
A Delitos,6 Contra la libertad,6.2 Amenazas,,Total,2016,17.827
A Delitos,6 Contra la libertad,6.2 Amenazas,,Total,2015,10.427
A Delitos,6 Contra la libertad,6.2 Amenazas,,Total,2014,8.947
A Delitos,6 Contra la libertad,6.2 Amenazas,,Total,2013,8.802
A Delitos,6 Contra la libertad,6.2 Amenazas,,Española,2023,19.348
A Delitos,6 Contra la libertad,6.2 Amenazas,,Española,2022,20.203
A Delitos,6 Contra la libertad,6.2 Amenazas,,Española,2021,20.865
A Delitos,6 Contra la libertad,6.2 Amenazas,,Española,2020,15.023
A Delitos,6 Contra la libertad,6.2 Amenazas,,Española,2019,18.804
A Delitos,6 Contra la libertad,6.2 Amenazas,,Española,2018,18.681
A Delitos,6 Contra la libertad,6.2 Amenazas,,Española,2017,18.131
A Delitos,6 Contra la libertad,6.2 Amenazas,,Española,2016,15.215
A Delitos,6 Contra la libertad,6.2 Amenazas,,Española,2015,8.691
A Delitos,6 Contra la libertad,6.2 Amenazas,,Española,2014,7.404
A Delitos,6 Contra la libertad,6.2 Amenazas,,Española,2013,7.24
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE28 sin España,2023,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE28 sin España,2022,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE28 sin España,2021,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE28 sin España,2020,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE28 sin España,2019,1.19
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE28 sin España,2018,1.169
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE28 sin España,2017,1.108
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE28 sin España,2016,928.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE28 sin España,2015,660.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE28 sin España,2014,617.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE28 sin España,2013,608.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE27_2020 sin España,2023,1.156
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE27_2020 sin España,2022,1.153
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE27_2020 sin España,2021,1.19
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE27_2020 sin España,2020,823.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE27_2020 sin España,2019,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE27_2020 sin España,2018,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE27_2020 sin España,2017,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE27_2020 sin España,2016,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE27_2020 sin España,2015,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE27_2020 sin España,2014,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de la UE27_2020 sin España,2013,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE28,2023,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE28,2022,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE28,2021,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE28,2020,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE28,2019,132.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE28,2018,115.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE28,2017,104.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE28,2016,74.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE28,2015,48.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE28,2014,56.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE28,2013,40.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE27_2020,2023,237.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE27_2020,2022,237.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE27_2020,2021,209.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE27_2020,2020,173.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE27_2020,2019,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE27_2020,2018,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE27_2020,2017,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE27_2020,2016,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE27_2020,2015,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE27_2020,2014,
A Delitos,6 Contra la libertad,6.2 Amenazas,,País de Europa menos UE27_2020,2013,
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Africa,2023,1.722
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Africa,2022,1.645
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Africa,2021,1.534
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Africa,2020,1.061
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Africa,2019,1.172
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Africa,2018,1.086
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Africa,2017,965.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Africa,2016,830.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Africa,2015,505.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Africa,2014,397.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Africa,2013,416.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De América,2023,1.419
A Delitos,6 Contra la libertad,6.2 Amenazas,,De América,2022,1.297
A Delitos,6 Contra la libertad,6.2 Amenazas,,De América,2021,1.222
A Delitos,6 Contra la libertad,6.2 Amenazas,,De América,2020,822.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De América,2019,973.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De América,2018,842.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De América,2017,756.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De América,2016,703.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De América,2015,478.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De América,2014,423.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De América,2013,450.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Asia,2023,103.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Asia,2022,115.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Asia,2021,112.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Asia,2020,81.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Asia,2019,125.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Asia,2018,92.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Asia,2017,84.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Asia,2016,77.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Asia,2015,43.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Asia,2014,50.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Asia,2013,44.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Oceanía,2023,1.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Oceanía,2022,0.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Oceanía,2021,0.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Oceanía,2020,0.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Oceanía,2019,2.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Oceanía,2018,1.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Oceanía,2017,1.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Oceanía,2016,0.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Oceanía,2015,2.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Oceanía,2014,0.0
A Delitos,6 Contra la libertad,6.2 Amenazas,,De Oceanía,2013,4.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Total,2023,6.557
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Total,2022,6.41
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Total,2021,6.119
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Total,2020,4.386
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Total,2019,5.43
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Total,2018,5.017
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Total,2017,4.634
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Total,2016,3.808
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Total,2015,2.394
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Total,2014,2.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Total,2013,1.983
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Española,2023,5.226
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Española,2022,5.181
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Española,2021,5.066
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Española,2020,3.573
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Española,2019,4.529
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Española,2018,4.223
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Española,2017,3.92
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Española,2016,3.157
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Española,2015,1.939
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Española,2014,1.577
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,Española,2013,1.577
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE28 sin España,2023,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE28 sin España,2022,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE28 sin España,2021,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE28 sin España,2020,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE28 sin España,2019,308.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE28 sin España,2018,289.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE28 sin España,2017,208.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE28 sin España,2016,255.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE28 sin España,2015,141.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE28 sin España,2014,132.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE28 sin España,2013,140.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE27_2020 sin España,2023,334.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE27_2020 sin España,2022,298.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE27_2020 sin España,2021,317.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE27_2020 sin España,2020,249.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE27_2020 sin España,2019,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE27_2020 sin España,2018,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE27_2020 sin España,2017,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE27_2020 sin España,2016,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE27_2020 sin España,2015,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE27_2020 sin España,2014,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de la UE27_2020 sin España,2013,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE28,2023,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE28,2022,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE28,2021,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE28,2020,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE28,2019,43.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE28,2018,32.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE28,2017,45.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE28,2016,22.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE28,2015,9.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE28,2014,11.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE28,2013,13.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE27_2020,2023,79.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE27_2020,2022,82.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE27_2020,2021,44.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE27_2020,2020,55.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE27_2020,2019,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE27_2020,2018,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE27_2020,2017,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE27_2020,2016,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE27_2020,2015,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE27_2020,2014,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,País de Europa menos UE27_2020,2013,
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Africa,2023,372.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Africa,2022,337.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Africa,2021,294.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Africa,2020,212.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Africa,2019,237.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Africa,2018,203.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Africa,2017,199.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Africa,2016,160.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Africa,2015,107.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Africa,2014,89.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Africa,2013,88.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De América,2023,494.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De América,2022,462.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De América,2021,352.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De América,2020,256.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De América,2019,269.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De América,2018,237.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De América,2017,203.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De América,2016,188.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De América,2015,144.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De América,2014,171.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De América,2013,125.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Asia,2023,52.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Asia,2022,50.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Asia,2021,46.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Asia,2020,41.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Asia,2019,43.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Asia,2018,33.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Asia,2017,59.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Asia,2016,26.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Asia,2015,54.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Asia,2014,20.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Asia,2013,40.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Oceanía,2023,0.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Oceanía,2022,0.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Oceanía,2021,0.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Oceanía,2020,0.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Oceanía,2019,1.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Oceanía,2018,0.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Oceanía,2017,0.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Oceanía,2016,0.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Oceanía,2015,0.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Oceanía,2014,0.0
A Delitos,6 Contra la libertad,6.9 Coacciones y detenciones ilegales,,De Oceanía,2013,0.0
A Delitos,7 Torturas e integridad moral,,,Total,2023,10.097
A Delitos,7 Torturas e integridad moral,,,Total,2022,9.842
A Delitos,7 Torturas e integridad moral,,,Total,2021,9.7
A Delitos,7 Torturas e integridad moral,,,Total,2020,7.078
A Delitos,7 Torturas e integridad moral,,,Total,2019,8.102
A Delitos,7 Torturas e integridad moral,,,Total,2018,7.819
A Delitos,7 Torturas e integridad moral,,,Total,2017,7.198
A Delitos,7 Torturas e integridad moral,,,Total,2016,6.247
A Delitos,7 Torturas e integridad moral,,,Total,2015,3.995
A Delitos,7 Torturas e integridad moral,,,Total,2014,2.545
A Delitos,7 Torturas e integridad moral,,,Total,2013,2.771
A Delitos,7 Torturas e integridad moral,,,Española,2023,8.05
A Delitos,7 Torturas e integridad moral,,,Española,2022,7.884
A Delitos,7 Torturas e integridad moral,,,Española,2021,7.756
A Delitos,7 Torturas e integridad moral,,,Española,2020,5.689
A Delitos,7 Torturas e integridad moral,,,Española,2019,6.619
A Delitos,7 Torturas e integridad moral,,,Española,2018,6.462
A Delitos,7 Torturas e integridad moral,,,Española,2017,5.995
A Delitos,7 Torturas e integridad moral,,,Española,2016,5.186
A Delitos,7 Torturas e integridad moral,,,Española,2015,3.23
A Delitos,7 Torturas e integridad moral,,,Española,2014,2.029
A Delitos,7 Torturas e integridad moral,,,Española,2013,2.169
A Delitos,7 Torturas e integridad moral,,,País de la UE28 sin España,2023,
A Delitos,7 Torturas e integridad moral,,,País de la UE28 sin España,2022,
A Delitos,7 Torturas e integridad moral,,,País de la UE28 sin España,2021,
A Delitos,7 Torturas e integridad moral,,,País de la UE28 sin España,2020,
A Delitos,7 Torturas e integridad moral,,,País de la UE28 sin España,2019,481.0
A Delitos,7 Torturas e integridad moral,,,País de la UE28 sin España,2018,496.0
A Delitos,7 Torturas e integridad moral,,,País de la UE28 sin España,2017,435.0
A Delitos,7 Torturas e integridad moral,,,País de la UE28 sin España,2016,374.0
A Delitos,7 Torturas e integridad moral,,,País de la UE28 sin España,2015,288.0
A Delitos,7 Torturas e integridad moral,,,País de la UE28 sin España,2014,158.0
A Delitos,7 Torturas e integridad moral,,,País de la UE28 sin España,2013,188.0
A Delitos,7 Torturas e integridad moral,,,País de la UE27_2020 sin España,2023,515.0
A Delitos,7 Torturas e integridad moral,,,País de la UE27_2020 sin España,2022,542.0
A Delitos,7 Torturas e integridad moral,,,País de la UE27_2020 sin España,2021,534.0
A Delitos,7 Torturas e integridad moral,,,País de la UE27_2020 sin España,2020,431.0
A Delitos,7 Torturas e integridad moral,,,País de la UE27_2020 sin España,2019,
A Delitos,7 Torturas e integridad moral,,,País de la UE27_2020 sin España,2018,
A Delitos,7 Torturas e integridad moral,,,País de la UE27_2020 sin España,2017,
A Delitos,7 Torturas e integridad moral,,,País de la UE27_2020 sin España,2016,
A Delitos,7 Torturas e integridad moral,,,País de la UE27_2020 sin España,2015,
A Delitos,7 Torturas e integridad moral,,,País de la UE27_2020 sin España,2014,
A Delitos,7 Torturas e integridad moral,,,País de la UE27_2020 sin España,2013,
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE28,2023,
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE28,2022,
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE28,2021,
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE28,2020,
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE28,2019,62.0
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE28,2018,47.0
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE28,2017,28.0
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE28,2016,32.0
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE28,2015,23.0
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE28,2014,19.0
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE28,2013,16.0
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE27_2020,2023,113.0
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE27_2020,2022,114.0
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE27_2020,2021,130.0
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE27_2020,2020,83.0
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE27_2020,2019,
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE27_2020,2018,
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE27_2020,2017,
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE27_2020,2016,
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE27_2020,2015,
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE27_2020,2014,
A Delitos,7 Torturas e integridad moral,,,País de Europa menos UE27_2020,2013,
A Delitos,7 Torturas e integridad moral,,,De Africa,2023,532.0
A Delitos,7 Torturas e integridad moral,,,De Africa,2022,527.0
A Delitos,7 Torturas e integridad moral,,,De Africa,2021,546.0
A Delitos,7 Torturas e integridad moral,,,De Africa,2020,366.0
A Delitos,7 Torturas e integridad moral,,,De Africa,2019,381.0
A Delitos,7 Torturas e integridad moral,,,De Africa,2018,352.0
A Delitos,7 Torturas e integridad moral,,,De Africa,2017,309.0
A Delitos,7 Torturas e integridad moral,,,De Africa,2016,269.0
A Delitos,7 Torturas e integridad moral,,,De Africa,2015,194.0
