Sexo,Edad,Nacionalidad,Periodo,Total
Ambos sexos,De 25 a 34 años,Extranjera: Resto de Europa,2019,"44,8"
Ambos sexos,De 25 a 34 años,Extranjera: Resto de Europa,2018,"35,8"
Ambos sexos,De 25 a 34 años,Extranjera: Resto de Europa,2017,"35,2"
Ambos sexos,De 25 a 34 años,Extranjera: Resto de Europa,2016,"32,2"
Ambos sexos,De 25 a 34 años,Extranjera: Resto de Europa,2015,"51,9"
Ambos sexos,De 25 a 34 años,Extranjera: Resto de Europa,2014,"36,4"
Ambos sexos,De 25 a 34 años,Extranjera: Resto de Europa,2013,"33,9"
Ambos sexos,De 25 a 34 años,Extranjera: Resto de Europa,2012,38
Ambos sexos,De 25 a 34 años,Extranjera: Resto de Europa,2011,"48,6"
Ambos sexos,De 25 a 34 años,Extranjera: Resto de Europa,2010,"43,7"
Ambos sexos,De 25 a 34 años,Extranjera: Resto de Europa,2009,"40,1"
Ambos sexos,De 25 a 34 años,Extranjera: Resto de Europa,2008,"49,8"
Ambos sexos,De 25 a 34 años,Extranjera: Resto de Europa,2007,"51,9"
Ambos sexos,De 25 a 34 años,Extranjera: Resto de Europa,2006,"237,8"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2024,"543,3"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2023,"459,2"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2022,"366,3"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2021,"358,6"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2020,"316,3"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2019,"260,8"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2018,"243,7"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2017,"237,8"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2016,"241,8"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2015,"255,5"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2014,"304,3"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2013,"365,7"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2012,"462,4"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2011,"558,3"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2010,"611,3"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2009,"632,3"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2008,"675,1"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2007,"634,9"
Ambos sexos,De 25 a 34 años,Extranjera: América Latina,2006,"520,4"
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2024,"210,9"
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2023,"210,2"
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2022,"200,2"
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2021,"174,2"
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2020,"193,8"
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2019,"186,6"
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2018,"182,4"
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2017,"193,3"
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2016,"224,8"
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2015,"221,9"
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2014,"212,2"
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2013,"258,1"
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2012,259
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2011,"262,6"
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2010,"278,3"
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2009,"281,7"
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2008,"269,2"
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2007,"241,2"
Ambos sexos,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2006,"235,3"
Ambos sexos,De 35 a 44 años,Total,2024,"5.891,7"
Ambos sexos,De 35 a 44 años,Total,2023,"6.021,4"
Ambos sexos,De 35 a 44 años,Total,2022,"6.106,2"
Ambos sexos,De 35 a 44 años,Total,2021,"6.259,7"
Ambos sexos,De 35 a 44 años,Total,2020,"6.282,6"
Ambos sexos,De 35 a 44 años,Total,2019,6.546
Ambos sexos,De 35 a 44 años,Total,2018,"6.675,2"
Ambos sexos,De 35 a 44 años,Total,2017,"6.804,8"
Ambos sexos,De 35 a 44 años,Total,2016,6.932
Ambos sexos,De 35 a 44 años,Total,2015,"6.978,5"
Ambos sexos,De 35 a 44 años,Total,2014,"7.008,5"
Ambos sexos,De 35 a 44 años,Total,2013,"7.027,1"
Ambos sexos,De 35 a 44 años,Total,2012,"7.023,4"
Ambos sexos,De 35 a 44 años,Total,2011,"6.932,5"
Ambos sexos,De 35 a 44 años,Total,2010,"6.792,6"
Ambos sexos,De 35 a 44 años,Total,2009,6.650
Ambos sexos,De 35 a 44 años,Total,2008,"6.454,6"
Ambos sexos,De 35 a 44 años,Total,2007,"6.228,2"
Ambos sexos,De 35 a 44 años,Total,2006,"5.992,1"
Ambos sexos,De 35 a 44 años,Española,2024,"4.462,7"
Ambos sexos,De 35 a 44 años,Española,2023,"4.601,7"
Ambos sexos,De 35 a 44 años,Española,2022,"4.769,8"
Ambos sexos,De 35 a 44 años,Española,2021,"4.978,3"
Ambos sexos,De 35 a 44 años,Española,2020,"4.991,7"
Ambos sexos,De 35 a 44 años,Española,2019,"5.273,4"
Ambos sexos,De 35 a 44 años,Española,2018,5.450
Ambos sexos,De 35 a 44 años,Española,2017,"5.603,7"
Ambos sexos,De 35 a 44 años,Española,2016,"5.742,8"
Ambos sexos,De 35 a 44 años,Española,2015,"5.799,2"
Ambos sexos,De 35 a 44 años,Española,2014,"5.872,8"
Ambos sexos,De 35 a 44 años,Española,2013,"5.808,3"
Ambos sexos,De 35 a 44 años,Española,2012,"5.763,3"
Ambos sexos,De 35 a 44 años,Española,2011,"5.683,6"
Ambos sexos,De 35 a 44 años,Española,2010,"5.544,6"
Ambos sexos,De 35 a 44 años,Española,2009,"5.412,9"
Ambos sexos,De 35 a 44 años,Española,2008,"5.339,5"
Ambos sexos,De 35 a 44 años,Española,2007,"5.244,6"
Ambos sexos,De 35 a 44 años,Española,2006,"5.128,7"
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2024,"321,7"
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2023,"290,3"
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2022,"265,9"
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2021,275
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2020,"255,7"
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2019,"240,7"
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2018,"235,5"
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2017,"217,8"
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2016,"232,7"
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2015,"203,2"
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2014,"164,3"
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2013,"152,5"
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2012,"149,8"
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2011,"145,3"
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2010,"112,4"
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2009,"104,1"
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2008,"86,2"
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2007,"72,8"
Ambos sexos,De 35 a 44 años,Doble nacionalidad,2006,"55,5"
Ambos sexos,De 35 a 44 años,Extranjera: Total,2024,"1.107,3"
Ambos sexos,De 35 a 44 años,Extranjera: Total,2023,"1.129,4"
Ambos sexos,De 35 a 44 años,Extranjera: Total,2022,"1.070,6"
Ambos sexos,De 35 a 44 años,Extranjera: Total,2021,"1.006,4"
Ambos sexos,De 35 a 44 años,Extranjera: Total,2020,"1.035,2"
Ambos sexos,De 35 a 44 años,Extranjera: Total,2019,"1.031,9"
Ambos sexos,De 35 a 44 años,Extranjera: Total,2018,"989,8"
Ambos sexos,De 35 a 44 años,Extranjera: Total,2017,"983,2"
Ambos sexos,De 35 a 44 años,Extranjera: Total,2016,"956,5"
Ambos sexos,De 35 a 44 años,Extranjera: Total,2015,976
Ambos sexos,De 35 a 44 años,Extranjera: Total,2014,"971,4"
Ambos sexos,De 35 a 44 años,Extranjera: Total,2013,"1.066,3"
Ambos sexos,De 35 a 44 años,Extranjera: Total,2012,"1.110,3"
Ambos sexos,De 35 a 44 años,Extranjera: Total,2011,"1.103,7"
Ambos sexos,De 35 a 44 años,Extranjera: Total,2010,"1.135,5"
Ambos sexos,De 35 a 44 años,Extranjera: Total,2009,"1.133,1"
Ambos sexos,De 35 a 44 años,Extranjera: Total,2008,1.029
Ambos sexos,De 35 a 44 años,Extranjera: Total,2007,"910,8"
Ambos sexos,De 35 a 44 años,Extranjera: Total,2006,"807,9"
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2024,"303,1"
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2023,"307,2"
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2022,"301,4"
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2021,"303,3"
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2020,"339,5"
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2019,"374,4"
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2018,340
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2017,"349,2"
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2016,"346,3"
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2015,"339,9"
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2014,"352,9"
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2013,"360,7"
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2012,"345,1"
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2011,"316,5"
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2010,"340,5"
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2009,331
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2008,"309,5"
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2007,"251,8"
Ambos sexos,De 35 a 44 años,Extranjera: Unión Europea,2006,"101,4"
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2024,"83,3"
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2023,"81,2"
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2022,"56,7"
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2021,"51,8"
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2020,"68,2"
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2019,57
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2018,"48,8"
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2017,"48,3"
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2016,41
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2015,"49,8"
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2014,"43,7"
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2013,"46,1"
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2012,"55,1"
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2011,"45,7"
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2010,"42,8"
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2009,"35,8"
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2008,36
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2007,"35,1"
Ambos sexos,De 35 a 44 años,Extranjera: Resto de Europa,2006,"146,1"
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2024,"442,3"
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2023,"444,6"
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2022,"407,5"
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2021,"360,4"
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2020,"340,4"
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2019,"301,6"
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2018,"302,4"
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2017,"292,5"
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2016,"285,6"
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2015,"273,2"
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2014,"294,2"
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2013,"361,2"
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2012,"421,2"
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2011,466
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2010,"493,1"
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2009,"524,7"
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2008,468
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2007,"432,5"
Ambos sexos,De 35 a 44 años,Extranjera: América Latina,2006,388
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2024,"278,6"
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2023,"296,5"
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2022,305
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2021,"290,9"
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2020,287
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2019,"298,9"
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2018,"298,5"
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2017,"293,2"
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2016,"283,6"
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2015,"313,1"
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2014,"280,6"
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2013,"298,3"
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2012,"288,9"
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2011,"275,5"
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2010,"259,1"
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2009,"241,6"
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2008,"215,6"
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2007,"191,5"
Ambos sexos,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2006,"172,4"
Ambos sexos,De 45 a 54 años,Total,2024,"6.940,7"
Ambos sexos,De 45 a 54 años,Total,2023,"6.812,3"
Ambos sexos,De 45 a 54 años,Total,2022,"6.692,6"
Ambos sexos,De 45 a 54 años,Total,2021,"6.543,9"
Ambos sexos,De 45 a 54 años,Total,2020,"6.352,8"
Ambos sexos,De 45 a 54 años,Total,2019,"6.361,5"
Ambos sexos,De 45 a 54 años,Total,2018,6.219
Ambos sexos,De 45 a 54 años,Total,2017,"6.111,3"
Ambos sexos,De 45 a 54 años,Total,2016,"6.039,4"
Ambos sexos,De 45 a 54 años,Total,2015,"5.953,3"
Ambos sexos,De 45 a 54 años,Total,2014,"5.851,5"
Ambos sexos,De 45 a 54 años,Total,2013,"5.770,8"
Ambos sexos,De 45 a 54 años,Total,2012,"5.673,8"
Ambos sexos,De 45 a 54 años,Total,2011,"5.488,1"
Ambos sexos,De 45 a 54 años,Total,2010,"5.309,7"
Ambos sexos,De 45 a 54 años,Total,2009,5.073
Ambos sexos,De 45 a 54 años,Total,2008,"4.844,9"
Ambos sexos,De 45 a 54 años,Total,2007,"4.628,9"
Ambos sexos,De 45 a 54 años,Total,2006,"4.391,6"
Ambos sexos,De 45 a 54 años,Española,2024,"5.558,9"
Ambos sexos,De 45 a 54 años,Española,2023,"5.552,1"
Ambos sexos,De 45 a 54 años,Española,2022,"5.545,1"
Ambos sexos,De 45 a 54 años,Española,2021,"5.492,7"
Ambos sexos,De 45 a 54 años,Española,2020,"5.400,7"
Ambos sexos,De 45 a 54 años,Española,2019,"5.454,5"
Ambos sexos,De 45 a 54 años,Española,2018,"5.390,5"
Ambos sexos,De 45 a 54 años,Española,2017,"5.357,1"
Ambos sexos,De 45 a 54 años,Española,2016,"5.298,4"
Ambos sexos,De 45 a 54 años,Española,2015,"5.275,4"
Ambos sexos,De 45 a 54 años,Española,2014,"5.188,3"
Ambos sexos,De 45 a 54 años,Española,2013,"5.090,5"
Ambos sexos,De 45 a 54 años,Española,2012,"5.002,5"
Ambos sexos,De 45 a 54 años,Española,2011,4.869
Ambos sexos,De 45 a 54 años,Española,2010,"4.723,2"
Ambos sexos,De 45 a 54 años,Española,2009,"4.517,7"
Ambos sexos,De 45 a 54 años,Española,2008,"4.354,8"
Ambos sexos,De 45 a 54 años,Española,2007,"4.203,8"
Ambos sexos,De 45 a 54 años,Española,2006,"4.010,5"
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2024,"376,2"
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2023,"324,3"
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2022,"293,4"
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2021,"274,6"
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2020,"243,1"
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2019,"227,1"
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2018,"212,6"
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2017,"183,7"
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2016,"183,7"
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2015,155
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2014,"129,1"
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2013,"112,1"
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2012,"106,8"
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2011,"88,2"
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2010,"71,9"
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2009,"59,2"
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2008,"50,6"
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2007,"40,7"
Ambos sexos,De 45 a 54 años,Doble nacionalidad,2006,"37,2"
Ambos sexos,De 45 a 54 años,Extranjera: Total,2024,"1.005,6"
Ambos sexos,De 45 a 54 años,Extranjera: Total,2023,"935,9"
Ambos sexos,De 45 a 54 años,Extranjera: Total,2022,"854,1"
Ambos sexos,De 45 a 54 años,Extranjera: Total,2021,"776,6"
Ambos sexos,De 45 a 54 años,Extranjera: Total,2020,709
Ambos sexos,De 45 a 54 años,Extranjera: Total,2019,"679,9"
Ambos sexos,De 45 a 54 años,Extranjera: Total,2018,616
Ambos sexos,De 45 a 54 años,Extranjera: Total,2017,"570,5"
Ambos sexos,De 45 a 54 años,Extranjera: Total,2016,"557,2"
Ambos sexos,De 45 a 54 años,Extranjera: Total,2015,"522,9"
Ambos sexos,De 45 a 54 años,Extranjera: Total,2014,"534,1"
Ambos sexos,De 45 a 54 años,Extranjera: Total,2013,"568,2"
Ambos sexos,De 45 a 54 años,Extranjera: Total,2012,"564,5"
Ambos sexos,De 45 a 54 años,Extranjera: Total,2011,"530,9"
Ambos sexos,De 45 a 54 años,Extranjera: Total,2010,"514,6"
Ambos sexos,De 45 a 54 años,Extranjera: Total,2009,"496,1"
Ambos sexos,De 45 a 54 años,Extranjera: Total,2008,"439,5"
Ambos sexos,De 45 a 54 años,Extranjera: Total,2007,"384,4"
Ambos sexos,De 45 a 54 años,Extranjera: Total,2006,344
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2024,"335,1"
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2023,"308,4"
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2022,"297,8"
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2021,"247,6"
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2020,"264,7"
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2019,"271,4"
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2018,"249,9"
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2017,"231,7"
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2016,"236,6"
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2015,"210,2"
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2014,"210,2"
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2013,"216,2"
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2012,"202,1"
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2011,"181,5"
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2010,"180,5"
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2009,168
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2008,"139,6"
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2007,"127,1"
Ambos sexos,De 45 a 54 años,Extranjera: Unión Europea,2006,"57,7"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2024,"63,9"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2023,"74,8"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2022,"70,4"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2021,"66,7"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2020,"66,9"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2019,"46,8"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2018,"36,4"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2017,"30,4"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2016,"27,7"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2015,"35,6"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2014,"24,1"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2013,"29,4"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2012,"37,2"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2011,"35,2"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2010,"27,5"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2009,"25,6"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2008,"25,9"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2007,"17,2"
Ambos sexos,De 45 a 54 años,Extranjera: Resto de Europa,2006,"65,5"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2024,"337,5"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2023,"295,2"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2022,"261,2"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2021,"235,2"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2020,"207,7"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2019,"187,3"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2018,"166,6"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2017,"154,7"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2016,"138,1"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2015,"134,1"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2014,"162,5"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2013,"189,4"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2012,"201,1"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2011,"207,6"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2010,"216,3"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2009,"210,5"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2008,"186,9"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2007,"170,8"
Ambos sexos,De 45 a 54 años,Extranjera: América Latina,2006,"159,9"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2024,"269,1"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2023,"257,5"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2022,"224,7"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2021,"227,2"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2020,"169,8"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2019,"174,4"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2018,"163,1"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2017,"153,6"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2016,"154,9"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2015,"142,9"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2014,"137,2"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2013,"133,3"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2012,"124,1"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2011,"106,5"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2010,"90,4"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2009,"91,9"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2008,"87,2"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2007,"69,3"
Ambos sexos,De 45 a 54 años,Extranjera: Resto del mundo y apátrida,2006,"60,9"
Ambos sexos,55 y más años,Total,2024,"5.092,9"
Ambos sexos,55 y más años,Total,2023,"4.903,8"
Ambos sexos,55 y más años,Total,2022,"4.666,8"
Ambos sexos,55 y más años,Total,2021,"4.474,2"
Ambos sexos,55 y más años,Total,2020,"4.218,8"
Ambos sexos,55 y más años,Total,2019,"4.018,5"
Ambos sexos,55 y más años,Total,2018,"3.812,6"
Ambos sexos,55 y más años,Total,2017,"3.657,7"
Ambos sexos,55 y más años,Total,2016,"3.530,3"
Ambos sexos,55 y más años,Total,2015,"3.342,4"
Ambos sexos,55 y más años,Total,2014,"3.133,8"
Ambos sexos,55 y más años,Total,2013,"3.015,9"
Ambos sexos,55 y más años,Total,2012,"2.954,3"
Ambos sexos,55 y más años,Total,2011,"2.832,6"
